,Unnamed: 0,Año,Trimestre,Provincia,Accesos por cada 100 hogares
647,647,2016,2,Tucumán,"37,24"
648,648,2016,1,Buenos Aires,"57,34"
649,649,2016,1,Capital Federal,"115,16"
650,650,2016,1,Catamarca,"25,91"
651,651,2016,1,Chaco,"28,08"
652,652,2016,1,Chubut,"36,09"
653,653,2016,1,Córdoba,"55,28"
654,654,2016,1,Corrientes,"30,08"
655,655,2016,1,Entre Ríos,"43,85"
656,656,2016,1,Formosa,"19,04"
657,657,2016,1,Jujuy,"21,41"
658,658,2016,1,La Pampa,"57,84"
659,659,2016,1,La Rioja,"16,83"
660,660,2016,1,Mendoza,"32,12"
661,661,2016,1,Misiones,"28,37"
662,662,2016,1,Neuquén,"55,75"
663,663,2016,1,Río Negro,"45,84"
664,664,2016,1,Salta,"31,32"
665,665,2016,1,San Juan,"27,33"
666,666,2016,1,San Luis,"9,59"
667,667,2016,1,Santa Cruz,"26,87"
668,668,2016,1,Santa Fe,"51,28"
669,669,2016,1,Santiago Del Estero,"16,21"
670,670,2016,1,Tierra Del Fuego,"65,83"
671,671,2016,1,Tucumán,"36,72"
672,672,2015,4,Buenos Aires,"58,29"
673,673,2015,4,Capital Federal,"118,13"
674,674,2015,4,Catamarca,"26,24"
675,675,2015,4,Chaco,"28,35"
676,676,2015,4,Chubut,"36,89"
677,677,2015,4,Córdoba,"57,36"
678,678,2015,4,Corrientes,"30,34"
679,679,2015,4,Entre Ríos,"44,11"
680,680,2015,4,Formosa,"19,07"
681,681,2015,4,Jujuy,"21,47"
682,682,2015,4,La Pampa,"58,76"
683,683,2015,4,La Rioja,"17,32"
684,684,2015,4,Mendoza,"32,49"
685,685,2015,4,Misiones,"28,69"
686,686,2015,4,Neuquén,"58,29"
687,687,2015,4,Río Negro,"46,44"
688,688,2015,4,Salta,"31,59"
689,689,2015,4,San Juan,"27,66"
690,690,2015,4,San Luis,"9,71"
691,691,2015,4,Santa Cruz,"27,74"
692,692,2015,4,Santa Fe,"52,61"
693,693,2015,4,Santiago Del Estero,"17,00"
694,694,2015,4,Tierra Del Fuego,"66,46"
695,695,2015,4,Tucumán,"37,06"
696,696,2015,3,Buenos Aires,"57,69"
697,697,2015,3,Capital Federal,"118,29"
698,698,2015,3,Catamarca,"25,86"
699,699,2015,3,Chaco,"27,96"
700,700,2015,3,Chubut,"36,81"
701,701,2015,3,Córdoba,"57,08"
702,702,2015,3,Corrientes,"30,17"
703,703,2015,3,Entre Ríos,"43,68"
704,704,2015,3,Formosa,"18,84"
705,705,2015,3,Jujuy,"21,27"
706,706,2015,3,La Pampa,"57,96"
707,707,2015,3,La Rioja,"17,15"
708,708,2015,3,Mendoza,"32,49"
709,709,2015,3,Misiones,"28,31"
710,710,2015,3,Neuquén,"54,60"
711,711,2015,3,Río Negro,"46,39"
712,712,2015,3,Salta,"31,18"
713,713,2015,3,San Juan,"27,67"
714,714,2015,3,San Luis,"9,71"
715,715,2015,3,Santa Cruz,"27,61"
716,716,2015,3,Santa Fe,"52,15"
717,717,2015,3,Santiago Del Estero,"17,12"
718,718,2015,3,Tierra Del Fuego,"74,86"
719,719,2015,3,Tucumán,"36,61"
720,720,2015,2,Buenos Aires,"56,80"
721,721,2015,2,Capital Federal,"116,07"
722,722,2015,2,Catamarca,"25,45"
723,723,2015,2,Chaco,"27,46"
724,724,2015,2,Chubut,"36,58"
725,725,2015,2,Córdoba,"55,87"
726,726,2015,2,Corrientes,"29,58"
727,727,2015,2,Entre Ríos,"42,93"
728,728,2015,2,Formosa,"18,36"
729,729,2015,2,Jujuy,"20,29"
730,730,2015,2,La Pampa,"56,71"
731,731,2015,2,La Rioja,"16,88"
732,732,2015,2,Mendoza,"32,49"
733,733,2015,2,Misiones,"27,35"
734,734,2015,2,Neuquén,"53,12"
735,735,2015,2,Río Negro,"45,98"
736,736,2015,2,Salta,"30,46"
737,737,2015,2,San Juan,"27,64"
738,738,2015,2,San Luis,"9,71"
739,739,2015,2,Santa Cruz,"27,07"
740,740,2015,2,Santa Fe,"51,18"
741,741,2015,2,Santiago Del Estero,"17,11"
742,742,2015,2,Tierra Del Fuego,"74,51"
743,743,2015,2,Tucumán,"35,69"
744,744,2015,1,Buenos Aires,"56,37"
745,745,2015,1,Capital Federal,"114,90"
746,746,2015,1,Catamarca,"25,11"
747,747,2015,1,Chaco,"26,65"
748,748,2015,1,Chubut,"37,61"
749,749,2015,1,Córdoba,"54,70"
750,750,2015,1,Corrientes,"28,95"
751,751,2015,1,Entre Ríos,"42,07"
752,752,2015,1,Formosa,"18,12"
753,753,2015,1,Jujuy,"19,69"
754,754,2015,1,La Pampa,"55,51"
755,755,2015,1,La Rioja,"16,70"
756,756,2015,1,Mendoza,"32,37"
757,757,2015,1,Misiones,"26,31"
758,758,2015,1,Neuquén,"51,95"
759,759,2015,1,Río Negro,"45,33"
760,760,2015,1,Salta,"30,01"
761,761,2015,1,San Juan,"27,55"
762,762,2015,1,San Luis,"9,72"
763,763,2015,1,Santa Cruz,"27,99"
764,764,2015,1,Santa Fe,"50,24"
765,765,2015,1,Santiago Del Estero,"17,06"
766,766,2015,1,Tierra Del Fuego,"74,23"
767,767,2015,1,Tucumán,"35,08"
768,768,2014,4,Buenos Aires,"56,09"
769,769,2014,4,Capital Federal,"114,90"
770,770,2014,4,Catamarca,"25,51"
771,771,2014,4,Chaco,"21,87"
772,772,2014,4,Chubut,"40,25"
773,773,2014,4,Córdoba,"54,70"
774,774,2014,4,Corrientes,"23,56"
775,775,2014,4,Entre Ríos,"36,03"
776,776,2014,4,Formosa,"17,96"
777,777,2014,4,Jujuy,"19,60"
778,778,2014,4,La Pampa,"51,27"
779,779,2014,4,La Rioja,"17,01"
780,780,2014,4,Mendoza,"32,64"
781,781,2014,4,Misiones,"24,16"
782,782,2014,4,Neuquén,"52,55"
783,783,2014,4,Río Negro,"45,48"
784,784,2014,4,Salta,"29,53"
785,785,2014,4,San Juan,"28,04"
786,786,2014,4,San Luis,"9,79"
787,787,2014,4,Santa Cruz,"27,80"
788,788,2014,4,Santa Fe,"50,00"
789,789,2014,4,Santiago Del Estero,"17,27"
790,790,2014,4,Tierra Del Fuego,"66,14"
791,791,2014,4,Tucumán,"35,32"
792,792,2014,3,Buenos Aires,"56,75"
793,793,2014,3,Capital Federal,"113,80"
794,794,2014,3,Catamarca,"24,71"
795,795,2014,3,Chaco,"21,11"
796,796,2014,3,Chubut,"40,60"
797,797,2014,3,Córdoba,"54,23"
798,798,2014,3,Corrientes,"22,79"
799,799,2014,3,Entre Ríos,"34,98"
800,800,2014,3,Formosa,"17,77"
801,801,2014,3,Jujuy,"18,37"
802,802,2014,3,La Pampa,"55,78"
803,803,2014,3,La Rioja,"16,51"
804,804,2014,3,Mendoza,"32,31"
805,805,2014,3,Misiones,"23,57"
806,806,2014,3,Neuquén,"56,40"
807,807,2014,3,Río Negro,"46,20"
808,808,2014,3,Salta,"29,22"
809,809,2014,3,San Juan,"27,85"
810,810,2014,3,San Luis,"9,71"
811,811,2014,3,Santa Cruz,"28,23"
812,812,2014,3,Santa Fe,"49,20"
813,813,2014,3,Santiago Del Estero,"16,49"
814,814,2014,3,Tierra Del Fuego,"65,69"
815,815,2014,3,Tucumán,"33,94"
816,816,2014,2,Buenos Aires,"55,06"
817,817,2014,2,Capital Federal,"113,14"
818,818,2014,2,Catamarca,"24,70"
819,819,2014,2,Chaco,"20,96"
820,820,2014,2,Chubut,"41,41"
821,821,2014,2,Córdoba,"53,45"
822,822,2014,2,Corrientes,"22,58"
823,823,2014,2,Entre Ríos,"34,69"
824,824,2014,2,Formosa,"17,54"
825,825,2014,2,Jujuy,"18,71"
826,826,2014,2,La Pampa,"49,71"
827,827,2014,2,La Rioja,"16,50"
828,828,2014,2,Mendoza,"32,10"
829,829,2014,2,Misiones,"23,37"
830,830,2014,2,Neuquén,"50,84"
831,831,2014,2,Río Negro,"45,33"
832,832,2014,2,Salta,"28,91"
833,833,2014,2,San Juan,"27,78"
834,834,2014,2,San Luis,"9,72"
835,835,2014,2,Santa Cruz,"29,38"
836,836,2014,2,Santa Fe,"48,39"
837,837,2014,2,Santiago Del Estero,"16,70"
838,838,2014,2,Tierra Del Fuego,"64,36"
839,839,2014,2,Tucumán,"33,94"
840,840,2014,1,Buenos Aires,"54,57"
841,841,2014,1,Capital Federal,"112,25"
842,842,2014,1,Catamarca,"24,25"
843,843,2014,1,Chaco,"20,72"
844,844,2014,1,Chubut,"41,24"
845,845,2014,1,Córdoba,"52,52"
846,846,2014,1,Corrientes,"22,32"
847,847,2014,1,Entre Ríos,"34,37"
848,848,2014,1,Formosa,"17,42"
849,849,2014,1,Jujuy,"18,42"
850,850,2014,1,La Pampa,"48,43"
851,851,2014,1,La Rioja,"16,29"
852,852,2014,1,Mendoza,"31,91"
853,853,2014,1,Misiones,"23,14"
854,854,2014,1,Neuquén,"49,79"
855,855,2014,1,Río Negro,"44,91"
856,856,2014,1,Salta,"28,70"
857,857,2014,1,San Juan,"27,60"
858,858,2014,1,San Luis,"9,35"
859,859,2014,1,Santa Cruz,"28,94"
860,860,2014,1,Santa Fe,"47,85"
861,861,2014,1,Santiago Del Estero,"16,31"
862,862,2014,1,Tierra Del Fuego,"63,97"
863,863,2014,1,Tucumán,"33,42"
