,Año,Trimestre,Provincia,Velocidad_Media
801,2014,3,Jujuy,293.0
802,2014,3,La Pampa,282.0
803,2014,3,La Rioja,310.0
804,2014,3,Mendoza,350.0
805,2014,3,Misiones,358.0
806,2014,3,Neuquén,374.0
807,2014,3,Río Negro,348.0
808,2014,3,Salta,341.0
809,2014,3,San Juan,347.0
810,2014,3,San Luis,350.0
811,2014,3,Santa Cruz,331.0
812,2014,3,Santa Fe,338.0
813,2014,3,Santiago Del Estero,310.0
814,2014,3,Tierra Del Fuego,347.0
815,2014,3,Tucumán,335.0
816,2014,2,Buenos Aires,385.0
817,2014,2,Capital Federal,425.0
818,2014,2,Catamarca,292.0
819,2014,2,Chaco,342.0
820,2014,2,Chubut,316.0
821,2014,2,Córdoba,356.0
822,2014,2,Corrientes,337.0
823,2014,2,Entre Ríos,331.0
824,2014,2,Formosa,265.0
825,2014,2,Jujuy,277.0
826,2014,2,La Pampa,268.0
827,2014,2,La Rioja,310.0
828,2014,2,Mendoza,350.0
829,2014,2,Misiones,354.0
830,2014,2,Neuquén,366.0
831,2014,2,Río Negro,343.0
832,2014,2,Salta,339.0
833,2014,2,San Juan,347.0
834,2014,2,San Luis,350.0
835,2014,2,Santa Cruz,332.0
836,2014,2,Santa Fe,331.0
837,2014,2,Santiago Del Estero,307.0
838,2014,2,Tierra Del Fuego,347.0
839,2014,2,Tucumán,335.0
840,2014,1,Buenos Aires,373.0
841,2014,1,Capital Federal,402.0
842,2014,1,Catamarca,280.0
843,2014,1,Chaco,326.0
844,2014,1,Chubut,318.0
845,2014,1,Córdoba,339.0
846,2014,1,Corrientes,322.0
847,2014,1,Entre Ríos,317.0
848,2014,1,Formosa,257.0
849,2014,1,Jujuy,269.0
850,2014,1,La Pampa,265.0
851,2014,1,La Rioja,296.0
852,2014,1,Mendoza,350.0
853,2014,1,Misiones,340.0
854,2014,1,Neuquén,355.0
855,2014,1,Río Negro,335.0
856,2014,1,Salta,330.0
857,2014,1,San Juan,347.0
858,2014,1,San Luis,350.0
859,2014,1,Santa Cruz,332.0
860,2014,1,Santa Fe,315.0
861,2014,1,Santiago Del Estero,295.0
862,2014,1,Tierra Del Fuego,345.0
863,2014,1,Tucumán,321.0
